subject_id,unit_id,unit_label,exam_format,question,choices,answer_index,explanation,keywords,source,review_status
"earth_base","earth_base_01","地球のすがた","csat","火成岩を構成する造岩鉱物のうち、鉄やマグネシウムを多く含み、色が黒っぽく見える鉱物の総称を何というか。","[""有色鉱物"",""無色鉱物"",""ケイ酸塩鉱物"",""炭酸塩鉱物""]","0","鉄やマグネシウムを含むため色が濃い造岩鉱物を有色鉱物という。かんらん石、輝石、角閃石、黒雲母などが該当する。一方、鉄やマグネシウムをほとんど含まず白っぽいものを無色鉱物という。","[""造岩鉱物"",""有色鉱物"",""火成岩""]","seed","kept"
"earth_base","earth_base_01","地球のすがた","csat","日本列島付近の地下に存在し、互いに影響を及ぼし合っている4つのプレートの組み合わせとして正しいものはどれか。","[""ユーラシアプレート、北アメリカプレート、太平洋プレート、フィリピン海プレート"",""ユーラシアプレート、太平洋プレート、フィリピン海プレート、インド・オーストラリアプレート"",""北アメリカプレート、太平洋プレート、フィリピン海プレート、ココスプレート"",""ユーラシアプレート、南アメリカプレート、太平洋プレート、フィリピン海プレート""]","0","日本列島付近には、大陸プレートであるユーラシアプレートと北アメリカプレート、海洋プレートである太平洋プレートとフィリピン海プレートの計4つのプレートがひしめき合っており、世界有数の地震・火山活動の活発な地域となっている。","[""日本列島"",""プレート"",""地震"",""火山""]","seed","kept"
"earth_base","earth_base_01","地球のすがた","csat","過去の地球の磁場の向きが現在と逆であったことが、ある岩石の残留磁化の調査から発見された。この岩石として最も適当なものはどれか。","[""海嶺周辺の玄武岩"",""大陸地殻の花崗岩"",""石灰岩などの堆積岩"",""マントルのかんらん岩""]","0","中央海嶺で湧き出したマグマが冷え固まって玄武岩質の海洋地殻ができる際、岩石中の磁性鉱物はその当時の地磁気の向きに磁化される。海嶺の両側に縞模様状の磁化の記録が残ることから、地磁気の逆転と海洋底拡大説が実証された。","[""地磁気の逆転"",""残留磁化"",""海洋底拡大説"",""海嶺""]","seed","kept"
"earth_base","earth_base_01","地球のすがた","csat","古代ギリシャのエラトステネスは、シエネとアレクサンドリアの2地点の夏至の日の太陽の南中高度の違いから地球の周囲の長さを求めた。両地点の緯度差を 7.2度、距離を 800km としたとき、地球の周囲の長さとして最も適当なものを、次のうちから一つ選べ。","[""40000km"",""45000km"",""50000km"",""55000km""]","0","地球を完全な球体と仮定すると、緯度差 7.2度 は 360度 の 1/50 にあたる。したがって、地球の周囲の長さは 800 × 50 = 40000 と計算でき、40000km と求まる。","[""エラトステネス"",""地球の大きさ"",""南中高度"",""緯度差""]","seed","kept"
"earth_base","earth_base_01","地球のすがた","csat","地球は完全な球体ではなく、自転の遠心力により赤道方向にややふくらんだ回転楕円体（地球楕円体）に近い形をしている。赤道半径を a、極半径を b としたとき、偏平率を表す式として正しいものを、次のうちから一つ選べ。","[""(a - b) / a"",""(a - b) / b"",""(b - a) / a"",""(b - a) / b""]","0","偏平率は、赤道半径 a と極半径 b の差を赤道半径 a で割った値であり、 (a - b) / a で表される。地球の偏平率は 約1/298 である。","[""地球楕円体"",""偏平率"",""赤道半径"",""極半径""]","seed","kept"
"earth_base","earth_base_01","地球のすがた","csat","17世紀後半、フランスのカッシーニ親子とイギリスのニュートンは、地球の形について異なる主張をした。フランスの調査隊が行った子午線弧長1度あたりの長さの測量結果から結論づけられた、地球の形に関する記述として最も適当なものを、次のうちから一つ選べ。","[""高緯度ほど子午線弧長1度あたりの長さが長く、赤道方向にふくらんだ楕円体である。"",""高緯度ほど子午線弧長1度あたりの長さが短く、赤道方向にふくらんだ楕円体である。"",""高緯度ほど子午線弧長1度あたりの長さが長く、極方向にふくらんだ楕円体である。"",""高緯度ほど子午線弧長1度あたりの長さが短く、極方向にふくらんだ楕円体である。""]","0","フランスの調査隊は、高緯度ほど子午線弧長1度あたりの長さが長いことを確認した。これは地球が赤道方向にふくらんだ回転楕円体であることを示しており、ニュートンの主張が正しいことが証明された。","[""ニュートン"",""カッシーニ"",""子午線弧長"",""地球の形""]","seed","kept"
"earth_base","earth_base_01","地球のすがた","csat","地殻は大陸地殻と海洋地殻に分けられる。両者の特徴の比較として最も適当なものを、次のうちから一つ選べ。","[""大陸地殻は海洋地殻よりも厚く、平均密度が小さい。"",""大陸地殻は海洋地殻よりも厚く、平均密度が大きい。"",""大陸地殻は海洋地殻よりも薄く、平均密度が小さい。"",""大陸地殻は海洋地殻よりも薄く、平均密度が大きい。""]","0","大陸地殻は厚さ 30km以上50km以下 程度で花崗岩質岩石を多く含み密度が小さい。一方、海洋地殻は厚さ 5km以上10km以下 程度で玄武岩質岩石からなり密度がやや大きい。","[""大陸地殻"",""海洋地殻"",""密度"",""花崗岩"",""玄武岩""]","seed","kept"
"earth_base","earth_base_01","地球のすがた","csat","地球の内部は物質の違いにより、地殻、マントル、核の3層に分けられる。地殻とマントルの境界線の名称として正しいものを、次のうちから一つ選べ。","[""モホロビチッチ不連続面"",""グーテンベルク不連続面"",""レーマン不連続面"",""コンラッド不連続面""]","0","地殻とマントルの境界はモホロビチッチ不連続面と呼ばれる。マントルと外核の境界はグーテンベルク不連続面、外核と内核の境界はレーマン不連続面である。","[""内部構造"",""モホロビチッチ不連続面"",""地殻"",""マントル""]","seed","kept"
"earth_base","earth_base_01","地球のすがた","csat","マントルは地球の体積の 約83% を占める層である。上部マントルを構成する主な岩石として最も適当なものを、次のうちから一つ選べ。","[""かんらん岩"",""花崗岩"",""玄武岩"",""流紋岩""]","0","マントルは主にカンラン石や輝石などの鉱物からなるかんらん岩で構成されている。花崗岩は大陸地殻の上部、玄武岩は海洋地殻を構成する代表的な岩石である。","[""マントル"",""かんらん岩"",""カンラン石"",""輝石""]","seed","kept"
"earth_base","earth_base_01","地球のすがた","csat","地球の核は外核と内核に分けられる。これらの性質に関する記述として最も適当なものを、次のうちから一つ選べ。","[""外核は液体状の鉄やニッケルなどからなり、内核は固体状である。"",""外核は固体状の鉄やニッケルなどからなり、内核は液体状である。"",""外核は液体状のかんらん岩からなり、内核は固体状である。"",""外核は固体状のかんらん岩からなり、内核は液体状である。""]","0","核は主に鉄とニッケルからなる。S波が伝わらないことから、外核は液体であると推定されている。内核は地球深部の高い圧力により固体となっている。","[""外核"",""内核"",""鉄"",""ニッケル"",""S波""]","seed","kept"
"earth_base","earth_base_01","地球のすがた","csat","地震波にはP波とS波がある。これらの波の性質についての記述として最も適当なものを、次のうちから一つ選べ。","[""P波は縦波であり、固体、液体、気体のいずれの中も伝わることができる。"",""P波は横波であり、固体の中だけしか伝わることができない。"",""S波は縦波であり、固体、液体、気体のいずれの中も伝わることができる。"",""S波は横波であり、液体や気体の中だけしか伝わることができない。""]","0","P波は進行方向と同じ方向に振動する縦波で、すべての状態の物質中を伝わる。S波は進行方向と垂直に振動する横波で、固体中しか伝わらない。","[""P波"",""S波"",""縦波"",""横波""]","seed","kept"
"earth_base","earth_base_01","地球のすがた","csat","地球の表層部は、力学的な性質によりリソスフェア（岩石圏）とアセノスフェア（岩流圏）に分けられる。これらの関係についての記述として最も適当なものを、次のうちから一つ選べ。","[""リソスフェアは地殻と最上部マントルからなり、その下にある流動性の高いアセノスフェアの上を移動している。"",""リソスフェアは地殻のみからなり、その下にある流動性の高いアセノスフェアの上を移動している。"",""アセノスフェアは地殻と最上部マントルからなり、その下にある流動性の高いリソスフェアの上を移動している。"",""アセノスフェアは地殻のみからなり、その下にある流動性の高いリソスフェアの上を移動している。""]","0","リソスフェアは地殻と硬い最上部マントルを合わせた厚さ 100km 程度の層であり、プレートと呼ばれる。アセノスフェアはリソスフェアの下にあり、部分溶融して流動性を持ち、プレート運動の要因となっている。","[""リソスフェア"",""アセノスフェア"",""プレート"",""最上部マントル""]","seed","kept"
"earth_base","earth_base_01","地球のすがた","csat","プレートの境界とは無関係に、マントル深部から高温の物質が上昇し、長期間にわたってマグマを供給し続ける場所を何というか。最も適当なものを、次のうちから一つ選べ。","[""ホットスポット"",""海溝"",""海嶺"",""トランスフォーム断層""]","0","ホットスポットはマントル深部の固定された熱源からマグマが上昇してくる場所である。ハワイ諸島は、太平洋プレートがホットスポットの上を移動しながら次々と火山島が形成されてできた。","[""ホットスポット"",""マントル深部"",""ハワイ諸島"",""プルーム""]","seed","kept"
"earth_base","earth_base_01","地球のすがた","csat","地殻がマントルに浮かんで力学的な釣り合いを保っている状態をアイソスタシーという。厚さが異なる同じ密度の木片を水に浮かべたとき、最も厚い木片の状態として正しいものを、次のうちから一つ選べ。","[""水面から出ている部分が最も高く、水面下にある部分も最も深い。"",""水面から出ている部分が最も高いが、水面下にある部分は最も浅い。"",""水面から出ている部分が最も低いが、水面下にある部分は最も深い。"",""水面から出ている部分が最も低く、水面下にある部分も最も浅い。""]","0","アイソスタシーが成立しているとき、高くそびえる大山脈（厚い地殻）ほど、マントルに深く沈み込んで（根を張って）釣り合いを保っている。これは木片を水に浮かべたモデルで説明できる。","[""アイソスタシー"",""地殻"",""マントル"",""浮力""]","seed","kept"
"earth_base","earth_base_01","地球のすがた","csat","地球上の重力に関する記述として最も適当なものを、次のうちから一つ選べ。","[""重力は万有引力と地球の自転による遠心力の合力であり、極で最大となる。"",""重力は万有引力と地球の自転による遠心力の合力であり、赤道で最大となる。"",""重力は万有引力から遠心力を引いたものであり、赤道と極で常に一定である。"",""重力は地球の自転による遠心力のみによって決まるため、極でゼロとなる。""]","0","地球の自転による遠心力は赤道上で最大となり、極ではゼロになる。また、地球が赤道方向にふくらんだ楕円体であるため、赤道上では極よりも地球の中心から遠くなり万有引力が小さくなる。そのため重力は極で最大、赤道で最小となる。","[""重力"",""万有引力"",""遠心力"",""赤道"",""極""]","seed","kept"
"earth_base","earth_base_01","地球のすがた","csat","地球が磁石のような性質を持つ原因を説明する理論として最も適当なものを、次のうちから一つ選べ。","[""ダイナモ理論"",""プレートテクトニクス理論"",""プルームテクトニクス理論"",""アイソスタシーの原理""]","0","地球の磁場（地磁気）は、液体の鉄合金からなる外核が対流を起こし、電磁誘導によって電流が生じることで維持されていると考えられている。これをダイナモ理論という。","[""地磁気"",""外核"",""対流"",""ダイナモ理論""]","seed","kept"
"earth_base","earth_base_01","地球のすがた","csat","海洋底の岩石には過去の地磁気の向きが記録されており、地磁気が過去に何度も逆転してきたことが分かっている。この過去の地磁気を記録している主な鉱物として最も適当なものを、次のうちから一つ選べ。","[""磁鉄鉱"",""カンラン石"",""石英"",""黒雲母""]","0","マグマが冷却して岩石になる際、含まれる磁鉄鉱などの強磁性鉱物が、その当時の地磁気の向きに磁化されたまま固まる。これを残留磁化といい、過去の地磁気の方向を知る手がかりとなる。","[""古地磁気"",""地磁気の逆転"",""磁鉄鉱"",""残留磁化""]","seed","kept"
"earth_base","earth_base_01","地球のすがた","csat","地殻を構成する元素の質量割合を大きい順に並べたものとして正しいものを、次のうちから一つ選べ。","[""酸素、ケイ素、アルミニウム、鉄"",""ケイ素、酸素、鉄、アルミニウム"",""鉄、酸素、ケイ素、マグネシウム"",""酸素、鉄、ケイ素、マグネシウム""]","0","地殻全体の質量に対する各元素の割合をクラーク数という。地殻には酸素が最も多く、次いでケイ素、アルミニウム、鉄の順に多く含まれる。地球全体での構成元素の順位と混同しないよう注意が必要である。","[""クラーク数"",""地殻"",""酸素"",""ケイ素""]","seed","kept"
"earth_base","earth_base_01","地球のすがた","csat","地球全体の平均密度と地殻の密度の比較として最も適当なものを、次のうちから一つ選べ。","[""地球の平均密度は 約5.5g/cm³ であり、地殻の平均密度よりも大きい。"",""地球の平均密度は 約5.5g/cm³ であり、地殻の平均密度よりも小さい。"",""地球の平均密度は 約2.7g/cm³ であり、地殻の平均密度よりも大きい。"",""地球の平均密度は 約2.7g/cm³ であり、地殻の平均密度よりも小さい。""]","0","地球の平均密度は 約5.5g/cm³ である。一方、地殻の平均密度は 2.7g/cm³ から 3.0g/cm³ 程度であり、地球全体の平均密度より小さい。これは地球深部に鉄などを主成分とする高密度の核が存在するためである。","[""平均密度"",""地殻"",""地球内部"",""核""]","seed","kept"
"earth_base","earth_base_01","地球のすがた","csat","地震が発生した際、震央距離が 103度から143度 の範囲には直接P波が到達しない領域がある。この領域を何というか。最も適当なものを、次のうちから一つ選べ。","[""シャドーゾーン"",""リソスフェア"",""アセノスフェア"",""マントル遷移層""]","0","マントルと外核の境界（グーテンベルク不連続面）で地震波が大きく屈折するため、震央距離 103度から143度 の範囲にはP波が直接届かない領域が生じる。これをシャドーゾーン（影の帯）という。","[""シャドーゾーン"",""震央距離"",""P波"",""グーテンベルク不連続面""]","seed","kept"
"earth_base","earth_base_01","地球のすがた","csat","地球の核を構成する物質を推定する手がかりとなる隕石の種類として最も適当なものを、次のうちから一つ選べ。","[""鉄隕石"",""石質隕石"",""石鉄隕石"",""コンドライト""]","0","鉄隕石は主に鉄とニッケルの合金からなり、地球の核の構成物質に対応していると考えられている。一方、石質隕石は地球のマントルの構成物質に似ている。","[""鉄隕石"",""核"",""内部構造"",""隕石""]","seed","kept"
"earth_base","earth_base_01","地球のすがた","csat","プレートが広がる境界（発散境界）に形成される、海底の大山脈を何というか。最も適当なものを、次のうちから一つ選べ。","[""海嶺"",""海溝"",""島弧"",""トランスフォーム断層""]","0","マントルから上昇してきたマグマが冷却されて新しい海洋プレートが作られ、両側に広がっていく海底の山脈を海嶺という。大西洋中央海嶺などが代表的である。","[""海嶺"",""発散境界"",""プレート"",""大西洋中央海嶺""]","seed","kept"
"earth_base","earth_base_01","地球のすがた","csat","海洋プレートが大陸プレートなどの下に沈み込む境界（収束境界）に形成される、水深の深い海底の地形を何というか。最も適当なものを、次のうちから一つ選べ。","[""海溝"",""海嶺"",""地溝"",""トランスフォーム断層""]","0","海洋プレートが他のプレートの下に沈み込む場所にできる、帯状に細長く連続した深い溝を海溝という。日本海溝やマリアナ海溝などが代表的である。","[""海溝"",""収束境界"",""沈み込み帯"",""海洋プレート""]","seed","kept"
"earth_base","earth_base_01","地球のすがた","csat","プレートどうしがすれ違う境界において、海嶺と海嶺の間などで見られる横ずれ断層を何というか。最も適当なものを、次のうちから一つ選べ。","[""トランスフォーム断層"",""逆断層"",""正断層"",""衝上断層""]","0","プレートがすれ違う境界に発達する巨大な断層をトランスフォーム断層という。アメリカ西海岸のサンアンドレアス断層などが有名である。","[""トランスフォーム断層"",""すれ違う境界"",""サンアンドレアス断層"",""横ずれ断層""]","seed","kept"
"earth_base","earth_base_01","地球のすがた","csat","プレートが移動する主な原動力として最も適当なものを、次のうちから一つ選べ。","[""マントルの熱対流"",""地球の自転による遠心力"",""月や太陽の引力による潮汐力"",""地球の公転運動""]","0","地球内部の熱により、流動性を持つマントル（アセノスフェア）で熱対流が起こり、それに乗ってリソスフェア（プレート）が移動する。また、冷えて重くなった海洋プレートがマントルへ沈み込む力も原動力となっている。","[""プレートテクトニクス"",""マントル対流"",""アセノスフェア"",""原動力""]","seed","kept"
"earth_base","earth_base_01","地球のすがた","csat","海嶺の両側で、海洋底の岩石が示す過去の地磁気の向きが対称的な縞模様となる理由として最も適当なものを、次のうちから一つ選べ。","[""海嶺で新しい海底が作られ、地磁気の逆転を記録しながら両側に広がっていくため。"",""海溝で古い海底が沈み込み、その際に岩石が地磁気の影響を受けて磁化されるため。"",""マントル内の対流が縞模様を描いており、それが地殻に転写されるため。"",""地球の自転による遠心力が赤道と極で異なる影響を与え、岩石の磁化方向を変えるため。""]","0","海嶺でマグマが固まって新しい海洋地殻ができる際、当時の地磁気の方向を記録する。新しい地殻は海嶺の両側に広がっていくため、地磁気の逆転の歴史が海嶺を中心とした対称的な縞模様として記録される。","[""地磁気の逆転"",""海洋底拡大説"",""縞模様"",""海嶺""]","seed","kept"
"earth_base","earth_base_01","地球のすがた","csat","地球の表面における陸地の最高標高と海洋の最深水深の差はおよそどれくらいか。最も適当なものを、次のうちから一つ選べ。","["" 約20km"","" 約5km"","" 約10km"","" 約40km""]","0","地球上の最高峰はエベレストの 約8848m（ 約8.8km）、最深部はマリアナ海溝のチャレンジャー海淵で 約10920m（ 約10.9km）である。これらを足し合わせると、地表の最大の起伏は 約20km となる。","[""起伏"",""最高標高"",""最深水深"",""エベレスト"",""マリアナ海溝""]","seed","kept"
